id,post_title,category_name,relationship,Impressions,Url Clicks,word_count,character_count,contains_number,contains_question,contains_quote,special_char_count,cluster,STR_High_Low,CTR_per_cluster_avg,keyword_strength,is_question,contains_keywords_score,URL CTR,Log URL CTR,Normalized URL CTR
15044604,משתמשים קבוע בטלגרם? יש לנו חדשות טובות עבורכם,חדשות טכנולוגיה,Child Category,43923,3639,8,46,0,1,0,0,-1,0,0.0,0.0,0,0,0.08284953214,0.07959602220751329,0.342397182859074
14817595,"המכון הטכנולוגי חולון מציג: האמל""חיה"" - סטודנטים מייצרים ציוד לחימה ליחידות עילית""",חדשות טכנולוגיה,Child Category,35738,1651,12,82,0,0,1,0,4,0,0.7740729190744323,0.0,0,2,0.04619732498,0.04516199505949707,0.17876689352760886
17447007,"בהשראת ספוגי ים: מדענים פיתחו חומר עם חוזק על""""",טכנולוגיה ומדע,Direct Category,75415,4476,9,47,0,0,1,0,4,1,0.99448305506572,0.9675726761258134,0,3,0.05935158788,0.05765701140618766,0.23814313584808217
17138502,צפיתם בחדשות? כך זה משפיע על ההחלטות הכלכליות שלכם,טכנולוגיה ומדע,Direct Category,3178,175,9,50,0,1,0,0,-1,0,0.0,0.0,0,0,0.0550660793,0.05360339937416016,0.2188803959197267
15783659,"סקרלט ג'והנסון איימה, OpenAI התקפלה: העוזרת של ChatGPT ירדה משימוש",חדשות טכנולוגיה,Child Category,8164,656,10,66,0,0,1,0,0,1,1.245693748760872,0.9851949126299868,0,2,0.08035276825,0.07728762507030792,0.33142769358530483
17380740,זה מה שהחתול שלכם באמת רוצה: בינה מלאכותית תדע לפענח איך החיות מרגישות,טכנולוגיה ומדע,Direct Category,1308,40,13,70,0,0,0,0,-1,0,0.0,0.0,0,0,0.03058103976,0.030122759459618717,0.10730053666049057
15960888,בצל ההגבלות האמריקניות: אנבידיה חתמה על הסכם עם חברת ענק קטארית,חדשות טכנולוגיה,Child Category,166222,12023,11,63,0,0,0,0,4,1,1.211963076151798,0.7270678479535049,0,3,0.07233097905,0.06983476410921692,0.2960117432473334
15920650,"נחשפה עדות בת יותר מ-1,600 שנה לימי המרד האחרון של היהודים ברומאים",ארכיאולוגיה,Child Category,95858,4133,12,66,1,0,0,0,0,0,0.6684169946667021,0.958240164506066,0,3,0.04311585887,0.04221225217926808,0.1647497331510275
15012942,נפרדים מ-2023: מה היה הסמארטפון הנמכר ביותר ובאיזו עיר מעדיפים את סמסונג?,חדשות טכנולוגיה,Child Category,44797,2596,12,73,1,1,0,1,3,1,0.8805367397840248,0.7727992031607864,1,4,0.05795030917,0.0563333655751009,0.23185317884183082
15174773,"חלק שהתנתק ושבר גולגולת"": תביעה חדשה נגד SpaceX של אילון מאסק""",חדשות טכנולוגיה,Child Category,26288,1702,11,62,0,0,1,0,-1,0,0.0,0.0,0,0,0.06474437005,0.06273474222796258,0.26227248208872933
15812554,יש לאן להשתפר: 5 הפיצ'רים שיהפכו את ספוטיפיי פרימיום למשתלם,חדשות טכנולוגיה,Child Category,35512,2336,10,59,1,0,1,0,-1,0,0.0,0.0,0,0,0.06578058121,0.06370747079525065,0.2668948823738351
17090036,סטודנט פרסם פרויקט בטוויטר - וזכה בהצעת עבודה חלומית,טכנולוגיה ומדע,Direct Category,31495,2916,9,52,0,0,0,0,4,1,1.551354151030851,0.0,0,1,0.09258612478,0.08854747763104226,0.3849344450443407
17384674,לאחר שיצר ציפייה גדולה: אילון מאסק השיק את Grok 3,חדשות טכנולוגיה,Child Category,25297,340,10,49,1,0,0,0,-1,0,0.0,0.0,0,0,0.01344032889,0.013350808896424387,0.027600328737914598
15140873,פוקימון על סטרואידים: המשחק Palworld מטריף את הרשת,גיימינג,Child Category,2003,135,8,50,0,0,0,0,3,1,1.024105133758946,1.4100352494505983,0,2,0.06739890165,0.06522475592148753,0.2741050121427771
15256160,44 מיליארד דולר תחת חקירה: אילון מאסק ייאלץ למסור עדות נגד רצונו,חדשות טכנולוגיה,Child Category,11747,510,12,64,1,0,0,0,4,0,0.7274585498321535,1.7454002359959233,0,1,0.04341534009,0.04249931352031662,0.16611384691238745
16635097,נעצר החשוד בהפצת השמועות אודות חילוץ חטופים; חשבונו בטיקטוק הושעה,חדשות טכנולוגיה,Child Category,41803,2626,10,65,0,0,0,0,4,1,1.052573221168256,0.0,0,0,0.06281845801,0.060924302093696946,0.2536692814896891
15608946,"פוטנציאל של מיליארדי דולרים"": בני אדם מחליפים בני זוג בבינה מלאכותית""",חדשות טכנולוגיה,Child Category,1474,160,11,69,0,0,1,0,-1,0,0.0,0.0,0,0,0.1085481682,0.10305120262586824,0.4538560587459813
17441095,נוגדי דיכאון עשויים להאיץ פגיעה קוגניטיבית בחולי דמנציה,מחקרים,Child Category,19960,1426,8,55,0,0,0,0,4,1,1.1970823669774553,0.0,0,0,0.07144288577,0.06900623144970676,0.29207456104632484
15117763,הושקה רשמית: הצצה ראשונה לסדרת סמסונג גלקסי S24 וכל המחירים,חדשות טכנולוגיה,Child Category,9303,372,10,59,1,0,0,0,4,0,0.6700156765213157,0.0,0,0,0.03998710094,0.03920831013405648,0.15047501866933072
15370737,העיקר שלא נעמוד בפקקים: Waze חשפה שורה של פיצ'רים חדשים,חדשות טכנולוגיה,Child Category,193630,11969,10,55,0,0,1,0,0,1,0.9582871470663056,0.3092017440635772,0,3,0.06181376853,0.05997854824290158,0.2491750648946688
15447756,"טירוף השבבים: אנבידיה בשיתוף פעולה עם אפל ו-BYD, משיקה שורת חידושים",חדשות טכנולוגיה,Child Category,5657,127,11,67,0,0,0,0,-1,0,0.0,0.0,0,0,0.02245006187,0.022201768495201137,0.06966003537006163
17472857,בינה מלאכותית מובילה מהפכה בטיפול בפוסט טראומה בישראל,חדשות טכנולוגיה,Child Category,42153,1837,8,53,0,0,0,0,4,0,0.730206530918431,1.1279387396703635,0,3,0.04357934192,0.042656479067264386,0.16686069664359823
14846680,הקדים את זמנו: מחשב העל של אנבידיה בישראל נכנס לשימוש ראשוני,חדשות טכנולוגיה,Child Category,4334,180,11,60,0,0,0,0,3,0,0.6310667844630244,1.2562452656764784,0,4,0.04153207199,0.040692775282208986,0.15752918810035718
16975583,"באים עם אייפד, תוך דקה וחצי האוטו נפתח"": מכת הגניבות החדשה של הרכבים החשמליים""",טכנולוגיה ומדע,Direct Category,57474,7132,14,78,0,0,1,0,-1,0,0.0,0.0,0,0,0.1240908933,0.11697461412729357,0.520020026226925
14891474,הניצחון של אלטמן: חיזוק משמעותי לדירקטוריון החדש של OpenAI,חדשות טכנולוגיה,Child Category,10464,485,9,58,0,0,0,0,-1,0,0.0,0.0,0,0,0.04634938838,0.045307333177204846,0.1794575393864039
17240512,מודל AI סיני מטלטל את התעשייה - וגרם לוול סטריט לקרוס,חדשות טכנולוגיה,Child Category,4700,402,11,53,0,0,0,0,3,1,1.2996305725270263,1.379780452366112,0,2,0.08553191489,0.08207011100027473,0.35415403788073857
15062581,"אם לא בגלגול הזה, אז בגלגול הבא: שורה של נשיאים ושחקנים יגיעו (בערך) לירח",חלל ומדע,Child Category,8623,355,14,73,0,0,0,0,-1,0,0.0,0.0,0,0,0.04116896672,0.04034408839251132,0.15587223010348794
15295897,לוויין ענק עומד ליפול על כדור הארץ - ומפעיליו לא יודעים היכן ינחתו השברים,חלל ומדע,Child Category,1031,85,14,73,0,0,0,0,-1,0,0.0,0.0,0,0,0.0824442289,0.0792216589206225,0.34061821077760057
14885264,"מצ'אטבוטים ועד מציאות רבודה, הסיוע הנפשי עובר לדיגיטל",חדשות טכנולוגיה,Child Category,9164,169,8,53,0,0,1,0,4,0,0.3090058270463337,0.0,0,0,0.0184417285,0.01827374198957476,0.05099407710574233
17246727,"נסחפנו"": הצ'אטבוט הושבת לאחר שהמליץ לאכול ""ביצי פרה""""",חדשות טכנולוגיה,Child Category,9693,375,8,53,0,0,1,0,-1,0,0.0,0.0,0,0,0.03868771278,0.037958101760268384,0.14453403601725215
16684994,"עדות נדירה לתחילת העיור בארץ ישראל: מקדש בן 5,000 שנה נחשף ליד בית שמש",ארכיאולוגיה,Child Category,251110,12698,14,70,1,0,0,0,4,0,0.8472983483929508,0.5358561370870123,0,1,0.05056748039,0.04933047568915556,0.19857548833911995
17286750,"גשם של עכבישים"" בברזיל""",מחקרים,Child Category,258656,17591,4,23,0,0,1,0,0,1,1.0543344888729345,1.0,0,2,0.0680092478,0.06579639948927833,0.2768214589292654
16311971,בשבוע הבא: הליכת החלל הפרטית הראשונה יוצאת לדרך - בהובלת מיליארדר יהודי,חלל ומדע,Child Category,49052,1713,12,71,0,0,0,0,4,0,0.5851479508534937,0.0,0,2,0.03492212346,0.0343261808526169,0.1272751697686598
14852330,"נשק בן 7,200 שנים: רשות העתיקות מצאה אבנים מתקופות קדומות שנועדו לשימוש כנשק מדויק וקטלני",ארכיאולוגיה,Child Category,58981,2931,15,89,1,0,0,0,-1,0,0.0,0.0,0,0,0.04969396924,0.04849866382066662,0.19462272335682154
15283783,"חולמים לטוס למאדים? לנאסא יש הצעה מעניינת עבורכם""",חלל ומדע,Child Category,62045,3126,8,49,0,1,1,1,4,0,0.8442036585693398,1.0,0,1,0.05038278669,0.049154656486416905,0.19773999654809338
14831509,"לבחון מקרוב את ההסברה"": המשחק שעוסק בשואה ונגע בלבבות שחקנים מארצות ערב""",גיימינג,Child Category,27556,1572,12,72,0,0,1,0,3,1,0.8668183363810346,1.0,0,1,0.05704746698,0.05547961314564625,0.22779615244614956
15967619,הסוף לשיבושי ה-GPS: הישג טכנולוגי ישראלי בצפון,חדשות טכנולוגיה,Child Category,583089,76959,7,46,0,0,0,0,4,1,2.211513589227466,0.0,0,2,0.1319849971,0.12397272624793383,0.5532750128177214
14848179,Xiaomi 13T: האם זהו מכשיר הביניים המבטיח של השנה?,סקירות,Child Category,58497,2755,9,49,1,1,0,1,0,0,0.7301270707005122,1.3633542733854405,1,2,0.0470964323,0.04602103108553395,0.1828490275423828
17122046,"כמו סטנדאפיסט חובבן"": גרוק של מאסק עומד להיות פוגעני וחסר מעצורים""",חדשות טכנולוגיה,Child Category,28580,1537,11,66,0,0,1,0,0,0,0.833723580085674,0.7378359452028088,0,2,0.05377886634,0.0523826238756849,0.2130792781136214
15893068,"תחושה אחרת לגמרי"": היזמים שנטשו את קנדה וארה""ב בשביל לטהר מים בישראל""",חדשות טכנולוגיה,Child Category,2557,142,12,69,0,0,1,0,3,1,0.8438190784552785,1.3584768902387805,0,2,0.05553382871,0.054046637731067756,0.22098666191852584
16593432,"אחרי העדכון החדש של מיקרוסופט, לא תצטרכו לזכור יותר סיסמאות",טכנולוגיה ומדע,Direct Category,32995,2689,10,59,0,0,0,0,2,1,1.1775494237174315,1.4055268440734447,0,4,0.08149719654,0.07834637421159263,0.3364588631192418
16794892,משתמשים בווינדוס? יש לנו בשורה משמחת עבורכם,חדשות טכנולוגיה,Child Category,119441,4623,7,43,0,1,0,1,4,0,0.6485381192651913,0.6628390370084863,0,1,0.0387053022,0.0379750358886433,0.14461450689315794
15266104,השפיל את אפל: מארק צוקרברג חשף את דעתו על ה-Vision Pro,חדשות טכנולוגיה,Child Category,9052,578,11,54,0,0,0,0,3,1,0.9702307105293682,1.3642604857601128,0,3,0.06385329209,0.06189749803860618,0.2582939027504318
16657461,דיסני מבצעת שינוי בשירותי הסטרימינג שלה - והוא ישפיע גם עליכם,חדשות טכנולוגיה,Child Category,155150,11105,11,61,0,0,0,0,4,1,1.1993110306744,0.0,0,4,0.0715758943,0.06913036338117443,0.29266443523600405
15816176,"רגע לפני יום ירושלים: טבעת זהב בת כ-2,300 שנה נחשפה בעיר דוד",ארכיאולוגיה,Child Category,141359,7848,12,60,1,0,0,0,4,1,0.9302519204947518,0.0,0,3,0.05551821957,0.054031849711025336,0.22091638933647265
14840760,MSI Raider GE78 HX 13V: האם מפלצת הגיימינג שווה את המחיר שלה?,סקירות,Child Category,13624,449,12,61,1,1,0,1,3,0,0.5007643807824037,0.9548552978051416,1,2,0.03295654727,0.032425124654503965,0.11824136218073392
17453740,״סוף השיחה״: מיקרוסופט סוגרת את האפליקציה אחרי 21 שנה,חדשות טכנולוגיה,Child Category,143696,7767,9,53,1,0,0,0,4,0,0.9056776932151324,0.2386507770308823,0,1,0.05405160895,0.05264141376862889,0.21430904612409712
15107525,למרות הקיצוצים הנרחבים: אושרה חבילת סיוע להייטק הישראלי,חדשות טכנולוגיה,Child Category,5120,165,8,55,0,0,0,0,4,0,0.5399816832881399,1.0,0,1,0.0322265625,0.03171818027078454,0.11488196673296887
17297569,"דוגמה ומופת"": מדענית בעלת שם עולמי בעיבוד אותות ו-AI זכתה בפרס ישראל""",חדשות טכנולוגיה,Child Category,3752,114,12,69,0,0,1,0,4,0,0.5091046535346763,1.4100064597723243,0,4,0.03038379531,0.029931349642967946,0.10639095836618256
15854316,"PRO X 60 של לוג'יטק: מקלדת קטנה, ביצועים גדולים",סקירות,Child Category,23154,892,9,47,1,0,1,0,0,0,0.5972405231161523,0.4201920893411987,0,1,0.03852466097,0.037801110773313565,0.14378801579407505
15195960,לפעמים פחות שווה יותר: ערכת הגיימינג שתגשים חלום לילדים ותחסוך לכם הרבה,סקירות,Child Category,14618,254,12,71,0,0,0,0,4,0,0.2911459842228547,1.0804631192373,0,1,0.01737583801,0.017226604362972242,0.04601808541954466
14900418,מרגיש בבית: הציוץ המפתיע בעברית של אילון מאסק,חדשות טכנולוגיה,Child Category,6053,791,8,45,0,0,0,0,-1,0,0.0,0.0,0,0,0.1306790021,0.12281833907821393,0.5477893719494653
